,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
973,Li4 V4 Co4 C24 N24,Li4 V4 Co4 C24 N24,0.0028601699999999397,Li,V,Co,4.0
974,,,,,,,
975,Sr4 Cr4 Cu4 C24 N24,Sr4 Cr4 Cu4 C24 N24,0.005491380000000046,Sr,Cu,Cr,4.0
976,Sr4 Co4 Cu4 C24 N24,Sr4 Co4 Cu4 C24 N24,0.005491380000000046,Sr,Cu,Co,4.0
977,,,,,,,
978,,,,,,,
979,,,,,,,
980,K4 Mn4 Cr4 C24 N24,K4 Mn4 Cr4 C24 N24,0.11553698000000001,K,Cr,Mn,4.0
981,Ca4 V4 Zn4 C24 N24,Ca4 V4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,V,4.0
982,,,,,,,
983,Na4 Co4 Cu4 C24 N24,Na4 Co4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Co,4.0
984,,,,,,,
985,,,,,,,
986,,,,,,,
987,Na4 Mn4 V4 C24 N24,Na4 Mn4 V4 C24 N24,0.12850119249999992,Na,V,Mn,4.0
988,,,,,,,
989,Na4 Mn4 Cr4 C24 N24,Na4 Mn4 Cr4 C24 N24,0.12850119249999992,Na,Cr,Mn,4.0
990,K4 V8 C24 N24,K4 V8 C24 N24,0.11553698000000001,K,V,V,4.0
991,Li4 Mn4 Fe4 C24 N24,Li4 Mn4 Fe4 C24 N24,0.0028601699999999397,Li,Mn,Fe,4.0
992,,,,,,,
993,,,,,,,
994,,,,,,,
995,,,,,,,
996,,,,,,,
997,,,,,,,
998,,,,,,,
999,,,,,,,
1000,Ca4 Mn4 Fe4 C24 N24,Ca4 Mn4 Fe4 C24 N24,0.4185173499999999,Ca,Mn,Fe,4.0
1001,,,,,,,
1002,,,,,,,
1003,,,,,,,
1004,,,,,,,
1005,,,,,,,
1006,Mg4 V4 Os4 C24 N24,Mg4 V4 Os4 C24 N24,0.03918191000000015,Mg,V,Os,4.0
1007,,,,,,,
1008,,,,,,,
1009,Li4 In4 Os4 C24 N24,Li4 In4 Os4 C24 N24,0.0028601699999999397,Li,In,Os,4.0
1010,,,,,,,
1011,,,,,,,
1012,,,,,,,
1013,,,,,,,
1014,K4 Cr4 Co4 C24 N24,K4 Cr4 Co4 C24 N24,0.11553698000000001,K,Cr,Co,4.0
1015,,,,,,,
1016,,,,,,,
1017,,,,,,,
1018,,,,,,,
1019,,,,,,,
1020,Na4 Zn4 Co4 C24 N24,Na4 Zn4 Co4 C24 N24,0.12850119249999992,Na,Zn,Co,4.0
1021,,,,,,,
1022,Na4 Fe4 Co4 C24 N24,Na4 Fe4 Co4 C24 N24,0.12850119249999992,Na,Co,Fe,4.0
1023,,,,,,,
1024,Sr4 Mn4 Fe4 C24 N24,Sr4 Mn4 Fe4 C24 N24,0.005491380000000046,Sr,Fe,Mn,4.0
1025,Sr4 Cr4 Co4 C24 N24,Sr4 Cr4 Co4 C24 N24,0.005491380000000046,Sr,Cr,Co,4.0
1026,,,,,,,
1027,Sr4 Co8 C24 N24,Sr4 Co8 C24 N24,0.00549138000000049,Sr,Co,Co,4.0
1028,Sr4 Mn4 Ni4 C24 N24,Sr4 Mn4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Mn,4.0
1029,,,,,,,
1030,Mg4 Ni4 Os4 C24 N24,Mg4 Ni4 Os4 C24 N24,0.03918191000000015,Mg,Ni,Os,4.0
1031,,,,,,,
1032,,,,,,,
1033,Na4 Mn8 C24 N24,Na4 Mn8 C24 N24,0.12850119249999992,Na,Mn,Mn,4.0
1034,,,,,,,
1035,Li4 V4 Cr4 C24 N24,Li4 V4 Cr4 C24 N24,0.0028601699999999397,Li,V,Cr,4.0
1036,Rb8 V4 Os4 C24 N24,Rb8 V4 Os4 C24 N24,0.00487891000000007,Rb,V,Os,8.0
1037,Sr4 Mn4 Os4 C24 N24,Sr4 Mn4 Os4 C24 N24,0.005491380000000046,Sr,Mn,Os,4.0
1038,,,,,,,
1039,,,,,,,
1040,Rb8 Fe4 Os4 C24 N24,Rb8 Fe4 Os4 C24 N24,0.00487891000000007,Rb,Fe,Os,8.0
1041,,,,,,,
1042,,,,,,,
1043,,,,,,,
1044,Sr4 Mn4 In4 C24 N24,Sr4 Mn4 In4 C24 N24,0.005491380000000046,Sr,In,Mn,4.0
1045,Rb8 Ni4 Os4 C24 N24,Rb8 Ni4 Os4 C24 N24,0.00487891000000007,Rb,Ni,Os,8.0
1046,,,,,,,
1047,,,,,,,
1048,Rb8 V4 Ni4 C24 N24,Rb8 V4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,V,8.0
1049,Na4 Mn4 Co4 C24 N24,Na4 Mn4 Co4 C24 N24,0.12850119249999992,Na,Co,Mn,4.0
1050,Rb8 Zn4 Os4 C24 N24,Rb8 Zn4 Os4 C24 N24,0.00487891000000007,Rb,Zn,Os,8.0
1051,Rb8 Zn4 Co4 C24 N24,Rb8 Zn4 Co4 C24 N24,0.00487891000000007,Rb,Zn,Co,8.0
1052,Rb8 Cr4 Fe4 C24 N24,Rb8 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Cr,8.0
1053,Rb8 Mn4 Co4 C24 N24,Rb8 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Mn,Co,8.0
1054,,,,,,,
1055,Rb8 Zn4 Fe4 C24 N24,Rb8 Zn4 Fe4 C24 N24,0.00487891000000007,Rb,Zn,Fe,8.0
1056,Rb8 V4 Zn4 C24 N24,Rb8 V4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,V,8.0
1057,Rb8 Cr4 Os4 C24 N24,Rb8 Cr4 Os4 C24 N24,0.00487891000000007,Rb,Cr,Os,8.0
1058,Rb8 V4 Fe4 C24 N24,Rb8 V4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,V,8.0
1059,Rb8 Mn4 Cr4 C24 N24,Rb8 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Mn,Cr,8.0
1060,Rb8 Mn4 Os4 C24 N24,Rb8 Mn4 Os4 C24 N24,0.00487891000000007,Rb,Mn,Os,8.0
1061,Rb8 Mn4 Cr4 C24 N24,Rb8 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,Mn,8.0
1062,Rb8 V4 Cr4 C24 N24,Rb8 V4 Cr4 C24 N24,0.00487891000000007,Rb,V,Cr,8.0
1063,Rb8 Mn8 C24 N24,Rb8 Mn8 C24 N24,0.00487891000000007,Rb,Mn,Mn,8.0
1064,Rb8 Fe4 Ni4 C24 N24,Rb8 Fe4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Fe,8.0
1065,Rb8 Fe8 C24 N24,Rb8 Fe8 C24 N24,0.00487891000000007,Rb,Fe,Fe,8.0
1066,Rb1 Mn4 Os4 C24 N24,Rb1 Mn4 Os4 C24 N24,0.00487891000000007,Rb,Mn,Os,1.0
1067,Rb1 Co4 Cu4 C24 N24,Rb1 Co4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Co,1.0
1068,Rb8 Mn4 V4 C24 N24,Rb8 Mn4 V4 C24 N24,0.00487891000000007,Rb,Mn,V,8.0
1069,Rb1 Mn4 Cr4 C24 N24,Rb1 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,Mn,1.0
1070,Rb1 Mn4 Fe4 C24 N24,Rb1 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Mn,1.0
1071,Rb8 Cr8 C24 N24,Rb8 Cr8 C24 N24,0.00487891000000007,Rb,Cr,Cr,8.0
1072,Rb8 Fe4 Co4 C24 N24,Rb8 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Fe,Co,8.0
1073,Rb1 Co4 Os4 C24 N24,Rb1 Co4 Os4 C24 N24,0.00487891000000007,Rb,Co,Os,1.0
1074,Rb1 Zn4 Os4 C24 N24,Rb1 Zn4 Os4 C24 N24,0.00487891000000007,Rb,Zn,Os,1.0
1075,Rb1 V4 Os4 C24 N24,Rb1 V4 Os4 C24 N24,0.00487891000000007,Rb,V,Os,1.0
1076,Rb8 V4 Cr4 C24 N24,Rb8 V4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,V,8.0
1077,Rb8 V4 Co4 C24 N24,Rb8 V4 Co4 C24 N24,0.00487891000000007,Rb,V,Co,8.0
1078,Rb8 Cr4 Co4 C24 N24,Rb8 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Co,Cr,8.0
1079,Rb1 V4 Co4 C24 N24,Rb1 V4 Co4 C24 N24,0.00487891000000007,Rb,Co,V,1.0
1080,Rb8 V4 Co4 C24 N24,Rb8 V4 Co4 C24 N24,0.00487891000000007,Rb,Co,V,8.0
1081,Rb1 Cr4 Os4 C24 N24,Rb1 Cr4 Os4 C24 N24,0.00487891000000007,Rb,Cr,Os,1.0
1082,Rb1 Mn4 Zn4 C24 N24,Rb1 Mn4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,Mn,1.0
1083,Rb8 Fe4 Cu4 C24 N24,Rb8 Fe4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Fe,8.0
1084,Rb8 Mn4 Fe4 C24 N24,Rb8 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Mn,Fe,8.0
1085,Rb8 Fe4 Co4 C24 N24,Rb8 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Co,Fe,8.0
1086,Rb8 Cu4 Os4 C24 N24,Rb8 Cu4 Os4 C24 N24,0.00487891000000007,Rb,Cu,Os,8.0
1087,Rb8 V8 C24 N24,Rb8 V8 C24 N24,0.00487891000000007,Rb,V,V,8.0
1088,Rb8 Co8 C24 N24,Rb8 Co8 C24 N24,0.00487891000000007,Rb,Co,Co,8.0
1089,Rb8 Co4 Ni4 C24 N24,Rb8 Co4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Co,8.0
1090,Rb1 Cr4 Co4 C24 N24,Rb1 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Cr,Co,1.0
1091,Rb8 Zn4 Cr4 C24 N24,Rb8 Zn4 Cr4 C24 N24,0.00487891000000007,Rb,Zn,Cr,8.0
1092,Rb1 Mn8 C24 N24,Rb1 Mn8 C24 N24,0.00487891000000007,Rb,Mn,Mn,1.0
1093,Rb7 Zn4 Os4 C24 N24,Rb7 Zn4 Os4 C24 N24,0.00487891000000007,Rb,Zn,Os,7.0
1094,Rb1 Mn4 V4 C24 N24,Rb1 Mn4 V4 C24 N24,0.00487891000000007,Rb,Mn,V,1.0
1095,Rb1 V4 Cr4 C24 N24,Rb1 V4 Cr4 C24 N24,0.00487891000000007,Rb,V,Cr,1.0
1096,Rb1 Fe8 C24 N24,Rb1 Fe8 C24 N24,0.00487891000000007,Rb,Fe,Fe,1.0
1097,Rb1 Cr8 C24 N24,Rb1 Cr8 C24 N24,0.00487891000000007,Rb,Cr,Cr,1.0
1098,Rb8 Cr4 Co4 C24 N24,Rb8 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Cr,Co,8.0
1099,Rb7 Cr8 C24 N24,Rb7 Cr8 C24 N24,0.00487891000000007,Rb,Cr,Cr,7.0
1100,Rb1 Fe4 Os4 C24 N24,Rb1 Fe4 Os4 C24 N24,0.00487891000000007,Rb,Fe,Os,1.0
1101,Rb7 Cr4 Os4 C24 N24,Rb7 Cr4 Os4 C24 N24,0.00487891000000007,Rb,Cr,Os,7.0
1102,Rb7 V4 Fe4 C24 N24,Rb7 V4 Fe4 C24 N24,0.00487891000000007,Rb,V,Fe,7.0
1103,Rb1 V4 Zn4 C24 N24,Rb1 V4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,V,1.0
1104,Rb7 Fe4 Os4 C24 N24,Rb7 Fe4 Os4 C24 N24,0.00487891000000007,Rb,Fe,Os,7.0
1105,Rb1 V8 C24 N24,Rb1 V8 C24 N24,0.00487891000000007,Rb,V,V,1.0
1106,Rb1 Zn4 Co4 C24 N24,Rb1 Zn4 Co4 C24 N24,0.00487891000000007,Rb,Zn,Co,1.0
1107,Rb1 V4 Co4 C24 N24,Rb1 V4 Co4 C24 N24,0.00487891000000007,Rb,V,Co,1.0
1108,Rb1 Mn4 V4 C24 N24,Rb1 Mn4 V4 C24 N24,0.00487891000000007,Rb,V,Mn,1.0
1109,Rb1 Mn4 Co4 C24 N24,Rb1 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Mn,Co,1.0
1110,Rb1 Cr4 Co4 C24 N24,Rb1 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Co,Cr,1.0
1111,Rb7 Mn4 Os4 C24 N24,Rb7 Mn4 Os4 C24 N24,0.00487891000000007,Rb,Mn,Os,7.0
1112,Rb1 V4 Fe4 C24 N24,Rb1 V4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,V,1.0
1113,Rb1 V4 Cr4 C24 N24,Rb1 V4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,V,1.0
1114,Rb7 Ni4 Os4 C24 N24,Rb7 Ni4 Os4 C24 N24,0.00487891000000007,Rb,Ni,Os,7.0
1115,Rb1 Mn4 Cr4 C24 N24,Rb1 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Mn,Cr,1.0
1116,Rb7 Mn4 Co4 C24 N24,Rb7 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Mn,Co,7.0
1117,Rb2 Co4 Os4 C24 N24,Rb2 Co4 Os4 C24 N24,0.00487891000000007,Rb,Co,Os,2.0
1118,Rb7 V4 Cr4 C24 N24,Rb7 V4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,V,7.0
1119,Rb7 V4 Zn4 C24 N24,Rb7 V4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,V,7.0
1120,Rb7 V4 Os4 C24 N24,Rb7 V4 Os4 C24 N24,0.00487891000000007,Rb,V,Os,7.0
1121,Rb1 Zn4 Cr4 C24 N24,Rb1 Zn4 Cr4 C24 N24,0.00487891000000007,Rb,Zn,Cr,1.0
1122,Rb7 V4 Fe4 C24 N24,Rb7 V4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,V,7.0
1123,Rb7 Fe4 Ni4 C24 N24,Rb7 Fe4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Fe,7.0
1124,Rb7 Fe4 Co4 C24 N24,Rb7 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Fe,Co,7.0
1125,Rb7 Zn4 Co4 C24 N24,Rb7 Zn4 Co4 C24 N24,0.00487891000000007,Rb,Zn,Co,7.0
1126,Rb7 Mn4 Fe4 C24 N24,Rb7 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Mn,Fe,7.0
1127,Rb7 Mn4 Cr4 C24 N24,Rb7 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,Mn,7.0
1128,Rb7 V4 Ni4 C24 N24,Rb7 V4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,V,7.0
1129,Rb1 Cr4 Cu4 C24 N24,Rb1 Cr4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Cr,1.0
1130,Rb2 V4 Cr4 C24 N24,Rb2 V4 Cr4 C24 N24,0.00487891000000007,Rb,V,Cr,2.0
1131,Rb7 Mn4 V4 C24 N24,Rb7 Mn4 V4 C24 N24,0.00487891000000007,Rb,V,Mn,7.0
1132,Rb2 Mn4 Cr4 C24 N24,Rb2 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Mn,Cr,2.0
1133,Rb7 Zn4 Fe4 C24 N24,Rb7 Zn4 Fe4 C24 N24,0.00487891000000007,Rb,Zn,Fe,7.0
1134,Rb7 Mn4 Co4 C24 N24,Rb7 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Co,Mn,7.0
1135,Rb7 Cr4 Co4 C24 N24,Rb7 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Cr,Co,7.0
1136,Rb7 Mn8 C24 N24,Rb7 Mn8 C24 N24,0.00487891000000007,Rb,Mn,Mn,7.0
1137,Rb7 Cr4 Ni4 C24 N24,Rb7 Cr4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Cr,7.0
1138,Rb7 Mn4 Zn4 C24 N24,Rb7 Mn4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,Mn,7.0
1139,Rb7 Fe8 C24 N24,Rb7 Fe8 C24 N24,0.00487891000000007,Rb,Fe,Fe,7.0
1140,Rb7 Mn4 Cr4 C24 N24,Rb7 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Mn,Cr,7.0
1141,Rb2 V4 Os4 C24 N24,Rb2 V4 Os4 C24 N24,0.00487891000000007,Rb,V,Os,2.0
1142,,,,,,,
1143,Rb2 Mn8 C24 N24,Rb2 Mn8 C24 N24,0.00487891000000007,Rb,Mn,Mn,2.0
1144,Rb2 Cr4 Os4 C24 N24,Rb2 Cr4 Os4 C24 N24,0.00487891000000007,Rb,Cr,Os,2.0
1145,Rb2 Mn4 V4 C24 N24,Rb2 Mn4 V4 C24 N24,0.00487891000000007,Rb,Mn,V,2.0
1146,Rb7 Cr4 Co4 C24 N24,Rb7 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Co,Cr,7.0
1147,,,,,,,
1148,Rb2 Mn4 V4 C24 N24,Rb2 Mn4 V4 C24 N24,0.00487891000000007,Rb,V,Mn,2.0
1149,Rb7 Co4 Ni4 C24 N24,Rb7 Co4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Co,7.0
1150,Rb7 Zn4 Cr4 C24 N24,Rb7 Zn4 Cr4 C24 N24,0.00487891000000007,Rb,Zn,Cr,7.0
1151,,,,,,,
1152,Rb2 Cr4 Ni4 C24 N24,Rb2 Cr4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Cr,2.0
1153,Rb2 V8 C24 N24,Rb2 V8 C24 N24,0.00487891000000007,Rb,V,V,2.0
1154,Rb7 Mn4 Ni4 C24 N24,Rb7 Mn4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Mn,7.0
1155,,,,,,,
1156,Rb2 Mn4 Fe4 C24 N24,Rb2 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Mn,2.0
1157,Rb2 Ni4 Os4 C24 N24,Rb2 Ni4 Os4 C24 N24,0.00487891000000007,Rb,Ni,Os,2.0
1158,Rb2 Cr8 C24 N24,Rb2 Cr8 C24 N24,0.00487891000000007,Rb,Cr,Cr,2.0
1159,Rb2 Fe8 C24 N24,Rb2 Fe8 C24 N24,0.00487891000000007,Rb,Fe,Fe,2.0
1160,Rb7 Mn4 Fe4 C24 N24,Rb7 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Mn,7.0
1161,,,,,,,
1162,Rb2 Mn4 Fe4 C24 N24,Rb2 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Mn,Fe,2.0
1163,Rb2 V4 Fe4 C24 N24,Rb2 V4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,V,2.0
1164,Rb7 Co4 Cu4 C24 N24,Rb7 Co4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Co,7.0
1165,Rb2 Mn4 Cr4 C24 N24,Rb2 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,Mn,2.0
1166,,,,,,,
1167,Rb2 V4 Zn4 C24 N24,Rb2 V4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,V,2.0
1168,Rb2 Mn4 Os4 C24 N24,Rb2 Mn4 Os4 C24 N24,0.00487891000000007,Rb,Mn,Os,2.0
1169,,,,,,,
1170,Rb2 Cr4 Fe4 C24 N24,Rb2 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Cr,Fe,2.0
1171,Rb2 Cr4 Co4 C24 N24,Rb2 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Cr,Co,2.0
1172,Rb2 Fe4 Co4 C24 N24,Rb2 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Co,Fe,2.0
1173,,,,,,,
1174,,,,,,,
1175,Rb2 Fe4 Os4 C24 N24,Rb2 Fe4 Os4 C24 N24,0.00487891000000007,Rb,Fe,Os,2.0
1176,,,,,,,
1177,Rb2 Mn4 Co4 C24 N24,Rb2 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Mn,Co,2.0
1178,Rb2 Zn4 Os4 C24 N24,Rb2 Zn4 Os4 C24 N24,0.00487891000000007,Rb,Zn,Os,2.0
1179,Rb2 V4 Co4 C24 N24,Rb2 V4 Co4 C24 N24,0.00487891000000007,Rb,V,Co,2.0
1180,,,,,,,
1181,Rb2 V4 Fe4 C24 N24,Rb2 V4 Fe4 C24 N24,0.00487891000000007,Rb,V,Fe,2.0
1182,Rb2 Zn4 Cr4 C24 N24,Rb2 Zn4 Cr4 C24 N24,0.00487891000000007,Rb,Zn,Cr,2.0
1183,Rb2 Zn4 Fe4 C24 N24,Rb2 Zn4 Fe4 C24 N24,0.00487891000000007,Rb,Zn,Fe,2.0
1184,Rb2 Mn4 Ni4 C24 N24,Rb2 Mn4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Mn,2.0
1185,Rb2 Co8 C24 N24,Rb2 Co8 C24 N24,0.00487891000000007,Rb,Co,Co,2.0
1186,,,,,,,
1187,Rb2 Fe4 Co4 C24 N24,Rb2 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Fe,Co,2.0
1188,Rb2 V4 Cr4 C24 N24,Rb2 V4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,V,2.0
1189,,,,,,,
1190,,,,,,,
1191,Rb2 Co4 Ni4 C24 N24,Rb2 Co4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Co,2.0
1192,,,,,,,
1193,Rb2 Mn4 Zn4 C24 N24,Rb2 Mn4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,Mn,2.0
1194,,,,,,,
1195,Rb2 Cr4 Fe4 C24 N24,Rb2 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Cr,2.0
1196,,,,,,,
1197,Rb6 V4 Fe4 C24 N24,Rb6 V4 Fe4 C24 N24,0.00487891000000007,Rb,V,Fe,6.0
1198,Rb2 Fe4 Cu4 C24 N24,Rb2 Fe4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Fe,2.0
1199,,,,,,,
1200,Rb6 Mn4 V4 C24 N24,Rb6 Mn4 V4 C24 N24,0.00487891000000007,Rb,V,Mn,6.0
1201,Rb6 V4 Os4 C24 N24,Rb6 V4 Os4 C24 N24,0.00487891000000007,Rb,V,Os,6.0
1202,Rb2 V4 Co4 C24 N24,Rb2 V4 Co4 C24 N24,0.00487891000000007,Rb,Co,V,2.0
1203,Rb6 Mn4 Fe4 C24 N24,Rb6 Mn4 Fe4 C24 N24,0.00487891000000007,Rb,Mn,Fe,6.0
1204,Rb6 Mn4 Co4 C24 N24,Rb6 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Co,Mn,6.0
1205,Rb6 Co4 Os4 C24 N24,Rb6 Co4 Os4 C24 N24,0.00487891000000007,Rb,Co,Os,6.0
1206,Rb6 Fe4 Os4 C24 N24,Rb6 Fe4 Os4 C24 N24,0.00487891000000007,Rb,Fe,Os,6.0
1207,Rb6 Fe8 C24 N24,Rb6 Fe8 C24 N24,0.00487891000000007,Rb,Fe,Fe,6.0
1208,Rb6 Cr4 Fe4 C24 N24,Rb6 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Cr,Fe,6.0
1209,Rb2 Cu4 Os4 C24 N24,Rb2 Cu4 Os4 C24 N24,0.00487891000000007,Rb,Cu,Os,2.0
1210,,,,,,,
1211,Rb6 Mn4 Co4 C24 N24,Rb6 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Mn,Co,6.0
1212,Rb6 Cr4 Os4 C24 N24,Rb6 Cr4 Os4 C24 N24,0.00487891000000007,Rb,Cr,Os,6.0
1213,Rb6 Cr4 Fe4 C24 N24,Rb6 Cr4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,Cr,6.0
1214,Rb2 Cr4 Cu4 C24 N24,Rb2 Cr4 Cu4 C24 N24,0.00487891000000007,Rb,Cu,Cr,2.0
1215,Rb6 Mn4 V4 C24 N24,Rb6 Mn4 V4 C24 N24,0.00487891000000007,Rb,Mn,V,6.0
1216,Rb6 V4 Cr4 C24 N24,Rb6 V4 Cr4 C24 N24,0.00487891000000007,Rb,V,Cr,6.0
1217,Rb6 V4 Fe4 C24 N24,Rb6 V4 Fe4 C24 N24,0.00487891000000007,Rb,Fe,V,6.0
1218,,,,,,,
1219,,,,,,,
1220,,,,,,,
1221,Rb6 Zn4 Fe4 C24 N24,Rb6 Zn4 Fe4 C24 N24,0.00487891000000007,Rb,Zn,Fe,6.0
1222,Rb6 Cr8 C24 N24,Rb6 Cr8 C24 N24,0.00487891000000007,Rb,Cr,Cr,6.0
1223,Rb6 Fe4 Co4 C24 N24,Rb6 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Fe,Co,6.0
1224,Rb6 Zn4 Os4 C24 N24,Rb6 Zn4 Os4 C24 N24,0.00487891000000007,Rb,Zn,Os,6.0
1225,Rb6 Cu4 Os4 C24 N24,Rb6 Cu4 Os4 C24 N24,0.00487891000000007,Rb,Cu,Os,6.0
1226,Rb6 Fe4 Co4 C24 N24,Rb6 Fe4 Co4 C24 N24,0.00487891000000007,Rb,Co,Fe,6.0
1227,,,,,,,
1228,,,,,,,
1229,,,,,,,
1230,Rb6 Mn4 Zn4 C24 N24,Rb6 Mn4 Zn4 C24 N24,0.00487891000000007,Rb,Zn,Mn,6.0
1231,Rb6 Zn4 Cr4 C24 N24,Rb6 Zn4 Cr4 C24 N24,0.00487891000000007,Rb,Zn,Cr,6.0
1232,Rb6 Mn4 Ni4 C24 N24,Rb6 Mn4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Mn,6.0
1233,,,,,,,
1234,Rb6 Ni4 Os4 C24 N24,Rb6 Ni4 Os4 C24 N24,0.00487891000000007,Rb,Ni,Os,6.0
1235,Rb6 Mn4 Cr4 C24 N24,Rb6 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,Mn,6.0
1236,,,,,,,
1237,Rb6 Mn4 Os4 C24 N24,Rb6 Mn4 Os4 C24 N24,0.00487891000000007,Rb,Mn,Os,6.0
1238,,,,,,,
1239,Rb6 Mn4 Cr4 C24 N24,Rb6 Mn4 Cr4 C24 N24,0.00487891000000007,Rb,Mn,Cr,6.0
1240,,,,,,,
1241,,,,,,,
1242,Rb6 V4 Cr4 C24 N24,Rb6 V4 Cr4 C24 N24,0.00487891000000007,Rb,Cr,V,6.0
1243,Rb6 Fe4 Ni4 C24 N24,Rb6 Fe4 Ni4 C24 N24,0.00487891000000007,Rb,Ni,Fe,6.0
1244,Rb6 Mn8 C24 N24,Rb6 Mn8 C24 N24,0.00487891000000007,Rb,Mn,Mn,6.0
1245,Rb6 Cr4 Co4 C24 N24,Rb6 Cr4 Co4 C24 N24,0.00487891000000007,Rb,Cr,Co,6.0
1246,,,,,,,
1247,Rb6 V8 C24 N24,Rb6 V8 C24 N24,0.00487891000000007,Rb,V,V,6.0
1248,,,,,,,
1249,,,,,,,
1250,,,,,,,
1251,Rb3 Fe4 Os4 C24 N24,Rb3 Fe4 Os4 C24 N24,0.00487891000000007,Rb,Fe,Os,3.0
1252,Rb3 V4 Co4 C24 N24,Rb3 V4 Co4 C24 N24,0.00487891000000007,Rb,V,Co,3.0
1253,Rb3 V8 C24 N24,Rb3 V8 C24 N24,0.00487891000000007,Rb,V,V,3.0
1254,Rb5 Fe8 C24 N24,Rb5 Fe8 C24 N24,0.00487891000000007,Rb,Fe,Fe,5.0
1255,,,,,,,
1256,Rb3 Mn4 Co4 C24 N24,Rb3 Mn4 Co4 C24 N24,0.00487891000000007,Rb,Mn,Co,3.0
