,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
587,Sr6 Co4 Os4 C24 N24,Sr6 Co4 Os4 C24 N24,0.005491380000000046,Sr,Co,Os,6.0
588,Sr6 V8 C24 N24,Sr6 V8 C24 N24,0.005491380000000046,Sr,V,V,6.0
589,Li6 V4 Fe4 C24 N24,Li6 V4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,V,6.0
590,Mg6 Co4 Ni4 C24 N24,Mg6 Co4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Co,6.0
591,Li6 Zn4 Cr4 C24 N24,Li6 Zn4 Cr4 C24 N24,0.0028601699999999397,Li,Zn,Cr,6.0
592,,,,,,,
593,Sr6 Fe4 Os4 C24 N24,Sr6 Fe4 Os4 C24 N24,0.005491380000000046,Sr,Fe,Os,6.0
594,,,,,,,
595,Sr6 Cr4 Fe4 C24 N24,Sr6 Cr4 Fe4 C24 N24,0.005491380000000046,Sr,Cr,Fe,6.0
596,Ca6 Mn4 Cr4 C24 N24,Ca6 Mn4 Cr4 C24 N24,0.4185173499999999,Ca,Mn,Cr,6.0
597,Li6 Fe8 C24 N24,Li6 Fe8 C24 N24,0.0028601699999999397,Li,Fe,Fe,6.0
598,Li6 In4 Os4 C24 N24,Li6 In4 Os4 C24 N24,0.0028601699999999397,Li,In,Os,6.0
599,Na6 Fe4 Co4 C24 N24,Na6 Fe4 Co4 C24 N24,0.12850119249999992,Na,Co,Fe,6.0
600,Mg6 V4 Fe4 C24 N24,Mg6 V4 Fe4 C24 N24,0.03918191000000015,Mg,V,Fe,6.0
601,K6 Cr4 Os4 C24 N24,K6 Cr4 Os4 C24 N24,0.05303204548774154,K,Cr,Os,6.0
602,Li6 V4 Zn4 C24 N24,Li6 V4 Zn4 C24 N24,0.0028601699999999397,Li,Zn,V,6.0
603,,,,,,,
604,,,,,,,
605,Mg6 Cr4 Co4 C24 N24,Mg6 Cr4 Co4 C24 N24,0.03918191000000015,Mg,Cr,Co,6.0
606,,,,,,,
607,Mg6 V4 Os4 C24 N24,Mg6 V4 Os4 C24 N24,0.03918191000000015,Mg,V,Os,6.0
608,Mg6 Fe4 Ni4 C24 N24,Mg6 Fe4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Fe,6.0
609,,,,,,,
610,,,,,,,
611,Ca6 Fe8 C24 N24,Ca6 Fe8 C24 N24,0.4185173499999999,Ca,Fe,Fe,6.0
612,,,,,,,
613,,,,,,,
614,Li6 V4 Cr4 C24 N24,Li6 V4 Cr4 C24 N24,0.0028601699999999397,Li,V,Cr,6.0
615,Ca6 Co4 Os4 C24 N24,Ca6 Co4 Os4 C24 N24,0.4185173499999999,Ca,Co,Os,6.0
616,K6 Fe4 Os4 C24 N24,K6 Fe4 Os4 C24 N24,0.07841200742322485,K,Fe,Os,6.0
617,Li6 Cr4 Ni4 C24 N24,Li6 Cr4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Cr,6.0
618,,,,,,,
619,,,,,,,
620,Sr6 Cr4 Fe4 C24 N24,Sr6 Cr4 Fe4 C24 N24,0.005491380000000046,Sr,Fe,Cr,6.0
621,Mg6 Zn4 Os4 C24 N24,Mg6 Zn4 Os4 C24 N24,0.03918191000000015,Mg,Zn,Os,6.0
622,Sr6 Mn8 C24 N24,Sr6 Mn8 C24 N24,0.005491380000000046,Sr,Mn,Mn,6.0
623,,,,,,,
624,,,,,,,
625,,,,,,,
626,,,,,,,
627,K6 V4 Co4 C24 N24,K6 V4 Co4 C24 N24,0.11553698000000001,K,V,Co,6.0
628,Sr6 Mn4 Co4 C24 N24,Sr6 Mn4 Co4 C24 N24,0.005491380000000046,Sr,Mn,Co,6.0
629,Na6 V4 Fe4 C24 N24,Na6 V4 Fe4 C24 N24,0.12850119249999992,Na,V,Fe,6.0
630,K6 Mn4 Fe4 C24 N24,K6 Mn4 Fe4 C24 N24,0.11553698000000001,K,Mn,Fe,6.0
631,Ca6 Cr4 Co4 C24 N24,Ca6 Cr4 Co4 C24 N24,0.4185173499999999,Ca,Co,Cr,6.0
632,Na6 V4 Fe4 C24 N24,Na6 V4 Fe4 C24 N24,0.12850119249999992,Na,Fe,V,6.0
633,,,,,,,
634,,,,,,,
635,,,,,,,
636,K6 Zn4 Os4 C24 N24,K6 Zn4 Os4 C24 N24,0.11553698000000001,K,Zn,Os,6.0
637,K6 Zn4 Fe4 C24 N24,K6 Zn4 Fe4 C24 N24,0.11553698000000001,K,Zn,Fe,6.0
638,K6 Cr4 Fe4 C24 N24,K6 Cr4 Fe4 C24 N24,0.11553698000000001,K,Fe,Cr,6.0
639,,,,,,,
640,Mg6 V4 In4 C24 N24,Mg6 V4 In4 C24 N24,0.03918191000000015,Mg,In,V,6.0
641,Mg6 V4 Cr4 C24 N24,Mg6 V4 Cr4 C24 N24,0.03918191000000015,Mg,V,Cr,6.0
642,Ca6 Cr4 Ni4 C24 N24,Ca6 Cr4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,Cr,6.0
643,Na6 V4 Co4 C24 N24,Na6 V4 Co4 C24 N24,0.12850119249999992,Na,Co,V,6.0
644,K6 Mn4 Zn4 C24 N24,K6 Mn4 Zn4 C24 N24,0.11553698000000001,K,Zn,Mn,6.0
645,,,,,,,
646,Mg6 Mn4 Fe4 C24 N24,Mg6 Mn4 Fe4 C24 N24,0.03918191000000015,Mg,Fe,Mn,6.0
647,,,,,,,
648,K6 V4 Ni4 C24 N24,K6 V4 Ni4 C24 N24,0.11553698000000001,K,Ni,V,6.0
649,Ca6 V4 Cr4 C24 N24,Ca6 V4 Cr4 C24 N24,0.4185173499999999,Ca,Cr,V,6.0
650,Na6 Mn8 C24 N24,Na6 Mn8 C24 N24,0.12850119249999992,Na,Mn,Mn,6.0
651,,,,,,,
652,Na6 V4 Zn4 C24 N24,Na6 V4 Zn4 C24 N24,0.12850119249999992,Na,Zn,V,6.0
653,Li6 V4 Fe4 C24 N24,Li6 V4 Fe4 C24 N24,0.0028601699999999397,Li,V,Fe,6.0
654,,,,,,,
655,K6 Mn4 Co4 C24 N24,K6 Mn4 Co4 C24 N24,0.11553698000000001,K,Mn,Co,6.0
656,Mg6 Cr4 Ni4 C24 N24,Mg6 Cr4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Cr,6.0
657,Mg6 Mn4 V4 C24 N24,Mg6 Mn4 V4 C24 N24,0.03918191000000015,Mg,Mn,V,6.0
658,Ca6 Mn4 Co4 C24 N24,Ca6 Mn4 Co4 C24 N24,0.4185173499999999,Ca,Mn,Co,6.0
659,,,,,,,
660,Na6 Zn4 Os4 C24 N24,Na6 Zn4 Os4 C24 N24,0.12850119249999992,Na,Zn,Os,6.0
661,Li6 Mn4 Os4 C24 N24,Li6 Mn4 Os4 C24 N24,0.0028601699999999397,Li,Mn,Os,6.0
662,K6 V4 In4 C24 N24,K6 V4 In4 C24 N24,0.11553698000000001,K,In,V,6.0
663,Sr6 V4 Ni4 C24 N24,Sr6 V4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,V,6.0
664,,,,,,,
665,Ca6 Cr4 Fe4 C24 N24,Ca6 Cr4 Fe4 C24 N24,0.4185173499999999,Ca,Fe,Cr,6.0
666,Li6 V4 Os4 C24 N24,Li6 V4 Os4 C24 N24,0.0028601699999999397,Li,V,Os,6.0
667,Na6 In4 Os4 C24 N24,Na6 In4 Os4 C24 N24,0.12850119249999992,Na,In,Os,6.0
668,,,,,,,
669,Na6 Mn4 Os4 C24 N24,Na6 Mn4 Os4 C24 N24,0.12850119249999992,Na,Mn,Os,6.0
670,K6 Mn4 Cr4 C24 N24,K6 Mn4 Cr4 C24 N24,0.11553698000000001,K,Mn,Cr,6.0
671,Li6 Zn4 Os4 C24 N24,Li6 Zn4 Os4 C24 N24,0.0028601699999999397,Li,Zn,Os,6.0
672,Sr6 Zn4 Cr4 C24 N24,Sr6 Zn4 Cr4 C24 N24,0.005491380000000046,Sr,Zn,Cr,6.0
673,,,,,,,
674,K6 Fe4 Ni4 C24 N24,K6 Fe4 Ni4 C24 N24,0.11553698000000001,K,Ni,Fe,6.0
675,,,,,,,
676,Ca6 Cr4 Os4 C24 N24,Ca6 Cr4 Os4 C24 N24,0.4185173499999999,Ca,Cr,Os,6.0
677,Mg6 Mn4 Os4 C24 N24,Mg6 Mn4 Os4 C24 N24,0.03918191000000015,Mg,Mn,Os,6.0
678,Li6 V8 C24 N24,Li6 V8 C24 N24,0.0028601699999999397,Li,V,V,6.0
679,,,,,,,
680,,,,,,,
681,Li6 Co8 C24 N24,Li6 Co8 C24 N24,0.0028601699999999397,Li,Co,Co,6.0
682,K6 Cr8 C24 N24,K6 Cr8 C24 N24,0.11553698000000001,K,Cr,Cr,6.0
683,Mg6 Fe8 C24 N24,Mg6 Fe8 C24 N24,0.03918191000000015,Mg,Fe,Fe,6.0
684,,,,,,,
685,,,,,,,
686,Na6 Mn4 Ni4 C24 N24,Na6 Mn4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Mn,6.0
687,Sr6 Mn4 Ni4 C24 N24,Sr6 Mn4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Mn,6.0
688,,,,,,,
689,Mg6 In4 Os4 C24 N24,Mg6 In4 Os4 C24 N24,0.03918191000000015,Mg,In,Os,6.0
690,,,,,,,
691,Sr6 Mn4 Fe4 C24 N24,Sr6 Mn4 Fe4 C24 N24,0.005491380000000046,Sr,Mn,Fe,6.0
692,,,,,,,
693,Mg6 V8 C24 N24,Mg6 V8 C24 N24,0.03918191000000015,Mg,V,V,6.0
694,Mg6 In4 Fe4 C24 N24,Mg6 In4 Fe4 C24 N24,0.03918191000000015,Mg,In,Fe,6.0
695,,,,,,,
696,,,,,,,
697,Ca6 V4 Co4 C24 N24,Ca6 V4 Co4 C24 N24,0.4185173499999999,Ca,Co,V,6.0
698,Na6 Cr4 Fe4 C24 N24,Na6 Cr4 Fe4 C24 N24,0.12850119249999992,Na,Cr,Fe,6.0
699,,,,,,,
700,Sr6 Mn4 Cr4 C24 N24,Sr6 Mn4 Cr4 C24 N24,0.005491380000000046,Sr,Mn,Cr,6.0
701,Ca6 V4 Os4 C24 N24,Ca6 V4 Os4 C24 N24,0.4185173499999999,Ca,V,Os,6.0
702,,,,,,,
703,Ca6 Mn4 Ni4 C24 N24,Ca6 Mn4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,Mn,6.0
704,,,,,,,
705,,,,,,,
706,Ca6 Zn4 Fe4 C24 N24,Ca6 Zn4 Fe4 C24 N24,0.4185173499999999,Ca,Zn,Fe,6.0
707,,,,,,,
708,Mg6 V4 Ni4 C24 N24,Mg6 V4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,V,6.0
709,Li6 Mn4 Fe4 C24 N24,Li6 Mn4 Fe4 C24 N24,0.0028601699999999397,Li,Mn,Fe,6.0
710,,,,,,,
711,Mg6 Mn4 Co4 C24 N24,Mg6 Mn4 Co4 C24 N24,0.03918191000000015,Mg,Mn,Co,6.0
712,Na6 Cr4 Fe4 C24 N24,Na6 Cr4 Fe4 C24 N24,0.12850119249999992,Na,Fe,Cr,6.0
713,,,,,,,
714,Mg6 Mn4 Co4 C24 N24,Mg6 Mn4 Co4 C24 N24,0.03918191000000015,Mg,Co,Mn,6.0
715,,,,,,,
716,Mg6 V4 Fe4 C24 N24,Mg6 V4 Fe4 C24 N24,0.03918191000000015,Mg,Fe,V,6.0
717,,,,,,,
718,Li6 Cr8 C24 N24,Li6 Cr8 C24 N24,0.0028601699999999397,Li,Cr,Cr,6.0
719,Sr6 Fe8 C24 N24,Sr6 Fe8 C24 N24,0.005491380000000046,Sr,Fe,Fe,6.0
720,,,,,,,
721,,,,,,,
722,Mg6 V4 Cr4 C24 N24,Mg6 V4 Cr4 C24 N24,0.03918191000000015,Mg,Cr,V,6.0
723,,,,,,,
724,Mg6 V4 Co4 C24 N24,Mg6 V4 Co4 C24 N24,0.03918191000000015,Mg,V,Co,6.0
725,,,,,,,
726,,,,,,,
727,,,,,,,
728,,,,,,,
729,,,,,,,
730,,,,,,,
731,,,,,,,
732,,,,,,,
733,,,,,,,
734,,,,,,,
735,,,,,,,
736,K6 Mn4 Os4 C24 N24,K6 Mn4 Os4 C24 N24,0.07593552048774121,K,Mn,Os,6.0
737,,,,,,,
738,Mg6 Fe4 Cu4 C24 N24,Mg6 Fe4 Cu4 C24 N24,0.03918191000000015,Mg,Cu,Fe,6.0
739,Sr6 Cr4 Os4 C24 N24,Sr6 Cr4 Os4 C24 N24,0.005491380000000046,Sr,Cr,Os,6.0
740,K6 V4 Fe4 C24 N24,K6 V4 Fe4 C24 N24,0.11553698000000001,K,Fe,V,6.0
741,Na6 Fe4 Cu4 C24 N24,Na6 Fe4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Fe,6.0
742,K6 Co4 Os4 C24 N24,K6 Co4 Os4 C24 N24,0.11553698000000001,K,Co,Os,6.0
743,,,,,,,
744,,,,,,,
745,,,,,,,
746,,,,,,,
747,,,,,,,
748,Li6 Fe4 Co4 C24 N24,Li6 Fe4 Co4 C24 N24,0.0028601699999999397,Li,Fe,Co,6.0
749,,,,,,,
750,Na6 Zn4 Co4 C24 N24,Na6 Zn4 Co4 C24 N24,0.12850119249999992,Na,Zn,Co,6.0
751,Mg6 Mn4 Cr4 C24 N24,Mg6 Mn4 Cr4 C24 N24,0.03918191000000015,Mg,Cr,Mn,6.0
752,,,,,,,
753,Li6 Fe4 Cu4 C24 N24,Li6 Fe4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Fe,6.0
754,K6 Cr4 Co4 C24 N24,K6 Cr4 Co4 C24 N24,0.11553698000000001,K,Co,Cr,6.0
755,,,,,,,
756,,,,,,,
757,,,,,,,
758,,,,,,,
759,,,,,,,
760,,,,,,,
761,,,,,,,
762,,,,,,,
763,,,,,,,
764,,,,,,,
765,Ca6 Mn4 Fe4 C24 N24,Ca6 Mn4 Fe4 C24 N24,0.4185173499999999,Ca,Mn,Fe,6.0
766,Li6 Mn4 Zn4 C24 N24,Li6 Mn4 Zn4 C24 N24,0.0028601699999999397,Li,Zn,Mn,6.0
767,Na6 Mn4 Cr4 C24 N24,Na6 Mn4 Cr4 C24 N24,0.12850119249999992,Na,Mn,Cr,6.0
768,,,,,,,
769,K6 V4 Zn4 C24 N24,K6 V4 Zn4 C24 N24,0.11553698000000001,K,Zn,V,6.0
770,Sr6 Mn4 Cr4 C24 N24,Sr6 Mn4 Cr4 C24 N24,0.005491380000000046,Sr,Cr,Mn,6.0
771,,,,,,,
772,,,,,,,
773,,,,,,,
774,,,,,,,
775,,,,,,,
776,,,,,,,
777,,,,,,,
778,,,,,,,
779,,,,,,,
780,,,,,,,
781,Li6 Cr4 Fe4 C24 N24,Li6 Cr4 Fe4 C24 N24,0.0028601699999999397,Li,Cr,Fe,6.0
782,,,,,,,
783,,,,,,,
784,K6 Zn4 Cr4 C24 N24,K6 Zn4 Cr4 C24 N24,0.11553698000000001,K,Zn,Cr,6.0
785,Li6 Ni4 Os4 C24 N24,Li6 Ni4 Os4 C24 N24,0.0028601699999999397,Li,Ni,Os,6.0
786,,,,,,,
787,,,,,,,
788,Na6 V4 In4 C24 N24,Na6 V4 In4 C24 N24,0.12850119249999992,Na,In,V,6.0
789,,,,,,,
790,,,,,,,
791,,,,,,,
792,Mg6 Cr8 C24 N24,Mg6 Cr8 C24 N24,0.03918191000000015,Mg,Cr,Cr,6.0
793,,,,,,,
794,,,,,,,
795,,,,,,,
796,Ca6 Cr8 C24 N24,Ca6 Cr8 C24 N24,0.4185173499999999,Ca,Cr,Cr,6.0
797,,,,,,,
798,,,,,,,
799,,,,,,,
800,Na6 V4 Ni4 C24 N24,Na6 V4 Ni4 C24 N24,0.12850119249999992,Na,Ni,V,6.0
801,Mg6 Ni4 Os4 C24 N24,Mg6 Ni4 Os4 C24 N24,0.03918191000000015,Mg,Ni,Os,6.0
802,,,,,,,
803,,,,,,,
804,,,,,,,
805,,,,,,,
806,,,,,,,
807,,,,,,,
808,,,,,,,
809,,,,,,,
810,,,,,,,
811,Mg4 Zn4 Co4 C24 N24,Mg4 Zn4 Co4 C24 N24,0.03918191000000015,Mg,Zn,Co,4.0
812,,,,,,,
813,Sr6 Fe4 Co4 C24 N24,Sr6 Fe4 Co4 C24 N24,0.005491380000000046,Sr,Fe,Co,6.0
814,,,,,,,
815,,,,,,,
816,Na6 Mn4 Cr4 C24 N24,Na6 Mn4 Cr4 C24 N24,0.12850119249999992,Na,Cr,Mn,6.0
817,,,,,,,
818,,,,,,,
819,Na4 V4 Os4 C24 N24,Na4 V4 Os4 C24 N24,0.12850119249999992,Na,V,Os,4.0
820,Sr6 Zn4 Co4 C24 N24,Sr6 Zn4 Co4 C24 N24,0.005491380000000046,Sr,Zn,Co,6.0
821,Mg4 Mn4 Os4 C24 N24,Mg4 Mn4 Os4 C24 N24,0.03918191000000015,Mg,Mn,Os,4.0
822,Sr4 Fe4 Ni4 C24 N24,Sr4 Fe4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Fe,4.0
823,,,,,,,
824,Na4 Mn4 Cr4 C24 N24,Na4 Mn4 Cr4 C24 N24,0.12850119249999992,Na,Mn,Cr,4.0
825,Ca6 Mn4 Zn4 C24 N24,Ca6 Mn4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,Mn,6.0
826,Sr6 Mn4 Zn4 C24 N24,Sr6 Mn4 Zn4 C24 N24,0.005491380000000046,Sr,Zn,Mn,6.0
827,Ca6 Cr4 Fe4 C24 N24,Ca6 Cr4 Fe4 C24 N24,0.4185173499999999,Ca,Cr,Fe,6.0
828,,,,,,,
829,,,,,,,
830,,,,,,,
831,K6 Mn4 Ni4 C24 N24,K6 Mn4 Ni4 C24 N24,0.11553698000000001,K,Ni,Mn,6.0
832,Li6 Cr4 Co4 C24 N24,Li6 Cr4 Co4 C24 N24,0.0028601699999999397,Li,Cr,Co,6.0
833,,,,,,,
834,Li4 In4 Fe4 C24 N24,Li4 In4 Fe4 C24 N24,0.0028601699999999397,Li,In,Fe,4.0
835,Sr4 V4 Os4 C24 N24,Sr4 V4 Os4 C24 N24,0.005491380000000046,Sr,V,Os,4.0
836,,,,,,,
837,Li4 Zn4 Os4 C24 N24,Li4 Zn4 Os4 C24 N24,0.0028601699999999397,Li,Zn,Os,4.0
838,Mg4 Mn8 C24 N24,Mg4 Mn8 C24 N24,0.03918191000000015,Mg,Mn,Mn,4.0
839,,,,,,,
840,Li4 Mn4 Co4 C24 N24,Li4 Mn4 Co4 C24 N24,0.0028601699999999397,Li,Mn,Co,4.0
841,Ca6 Mn4 V4 C24 N24,Ca6 Mn4 V4 C24 N24,0.4185173499999999,Ca,Mn,V,6.0
842,,,,,,,
843,Mg4 Fe8 C24 N24,Mg4 Fe8 C24 N24,0.03918191000000015,Mg,Fe,Fe,4.0
844,Li4 V4 Cr4 C24 N24,Li4 V4 Cr4 C24 N24,0.0028601699999999397,Li,Cr,V,4.0
845,,,,,,,
846,Sr4 V4 Fe4 C24 N24,Sr4 V4 Fe4 C24 N24,0.005491380000000046,Sr,Fe,V,4.0
847,Mg6 Mn4 In4 C24 N24,Mg6 Mn4 In4 C24 N24,0.03918191000000015,Mg,In,Mn,6.0
848,,,,,,,
849,Na4 Cr4 Co4 C24 N24,Na4 Cr4 Co4 C24 N24,0.12850119249999992,Na,Cr,Co,4.0
850,,,,,,,
851,,,,,,,
852,Ca4 V4 Cr4 C24 N24,Ca4 V4 Cr4 C24 N24,0.4185173499999999,Ca,V,Cr,4.0
853,K4 Zn4 Cr4 C24 N24,K4 Zn4 Cr4 C24 N24,0.11553698000000001,K,Zn,Cr,4.0
854,K4 Fe4 Co4 C24 N24,K4 Fe4 Co4 C24 N24,0.11553698000000001,K,Fe,Co,4.0
855,,,,,,,
856,,,,,,,
857,Ca4 Fe4 Ni4 C24 N24,Ca4 Fe4 Ni4 C24 N24,0.3820230045768902,Ca,Ni,Fe,4.0
858,,,,,,,
859,Li4 Mn4 Ni4 C24 N24,Li4 Mn4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,Mn,4.0
860,Ca4 V4 Cr4 C24 N24,Ca4 V4 Cr4 C24 N24,0.4185173499999999,Ca,Cr,V,4.0
861,Ca4 Fe8 C24 N24,Ca4 Fe8 C24 N24,0.4185173499999999,Ca,Fe,Fe,4.0
862,Ca4 Cr4 Os4 C24 N24,Ca4 Cr4 Os4 C24 N24,0.2876697955240015,Ca,Cr,Os,4.0
863,,,,,,,
864,,,,,,,
865,,,,,,,
866,Li4 Zn4 Cr4 C24 N24,Li4 Zn4 Cr4 C24 N24,0.0028601699999999397,Li,Zn,Cr,4.0
867,Ca4 Cr8 C24 N24,Ca4 Cr8 C24 N24,0.4185173499999999,Ca,Cr,Cr,4.0
868,Li4 V8 C24 N24,Li4 V8 C24 N24,0.0028601699999999397,Li,V,V,4.0
869,,,,,,,
870,Li4 Co4 Cu4 C24 N24,Li4 Co4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Co,4.0
871,,,,,,,
872,Na4 V4 Co4 C24 N24,Na4 V4 Co4 C24 N24,0.12850119249999992,Na,Co,V,4.0
873,Na4 In4 Os4 C24 N24,Na4 In4 Os4 C24 N24,0.12468860513889002,Na,In,Os,4.0
874,,,,,,,
875,Mg4 Mn4 Zn4 C24 N24,Mg4 Mn4 Zn4 C24 N24,0.03918191000000015,Mg,Zn,Mn,4.0
876,Mg4 Cr4 Ni4 C24 N24,Mg4 Cr4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Cr,4.0
877,K4 V4 Ni4 C24 N24,K4 V4 Ni4 C24 N24,0.11553698000000001,K,Ni,V,4.0
878,Na4 Cr8 C24 N24,Na4 Cr8 C24 N24,0.12850119249999992,Na,Cr,Cr,4.0
879,,,,,,,
880,,,,,,,
881,,,,,,,
882,K4 Mn8 C24 N24,K4 Mn8 C24 N24,0.11553698000000001,K,Mn,Mn,4.0
883,,,,,,,
884,Mg4 Mn4 Cr4 C24 N24,Mg4 Mn4 Cr4 C24 N24,0.03918191000000015,Mg,Cr,Mn,4.0
885,,,,,,,
886,Li4 Mn4 Cr4 C24 N24,Li4 Mn4 Cr4 C24 N24,0.0028601699999999397,Li,Cr,Mn,4.0
887,Mg4 Mn4 Cr4 C24 N24,Mg4 Mn4 Cr4 C24 N24,0.03918191000000015,Mg,Mn,Cr,4.0
888,Mg4 V8 C24 N24,Mg4 V8 C24 N24,0.03918191000000015,Mg,V,V,4.0
889,K4 Cu4 Os4 C24 N24,K4 Cu4 Os4 C24 N24,0.11553698000000001,K,Cu,Os,4.0
890,Li4 Cr4 Fe4 C24 N24,Li4 Cr4 Fe4 C24 N24,0.0028601699999999397,Li,Cr,Fe,4.0
891,,,,,,,
892,,,,,,,
893,Sr4 Cr4 Ni4 C24 N24,Sr4 Cr4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Cr,4.0
894,,,,,,,
895,Li4 V4 Ni4 C24 N24,Li4 V4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,V,4.0
896,,,,,,,
897,Li4 Cr4 In4 C24 N24,Li4 Cr4 In4 C24 N24,0.0028601699999999397,Li,In,Cr,4.0
898,,,,,,,
899,,,,,,,
900,,,,,,,
901,Na4 Fe8 C24 N24,Na4 Fe8 C24 N24,0.12850119249999992,Na,Fe,Fe,4.0
902,,,,,,,
903,,,,,,,
904,,,,,,,
905,K4 V4 Cr4 C24 N24,K4 V4 Cr4 C24 N24,0.11553698000000001,K,V,Cr,4.0
906,,,,,,,
907,Na4 Zn4 Cr4 C24 N24,Na4 Zn4 Cr4 C24 N24,0.12850119249999992,Na,Zn,Cr,4.0
908,Na4 Zn4 Fe4 C24 N24,Na4 Zn4 Fe4 C24 N24,0.12850119249999992,Na,Zn,Fe,4.0
909,,,,,,,
910,,,,,,,
911,Mg4 Fe4 Co4 C24 N24,Mg4 Fe4 Co4 C24 N24,0.03918191000000015,Mg,Co,Fe,4.0
912,,,,,,,
913,Ca4 Mn4 Cr4 C24 N24,Ca4 Mn4 Cr4 C24 N24,0.33656264901600075,Ca,Cr,Mn,4.0
914,,,,,,,
915,Sr4 Mn8 C24 N24,Sr4 Mn8 C24 N24,0.005491380000000046,Sr,Mn,Mn,4.0
916,Li4 Zn4 Co4 C24 N24,Li4 Zn4 Co4 C24 N24,0.0028601699999999397,Li,Zn,Co,4.0
917,Ca4 V4 Fe4 C24 N24,Ca4 V4 Fe4 C24 N24,0.4185173499999999,Ca,V,Fe,4.0
918,,,,,,,
919,Ca4 Mn4 Cr4 C24 N24,Ca4 Mn4 Cr4 C24 N24,0.4185173499999999,Ca,Mn,Cr,4.0
920,Sr4 V4 Cr4 C24 N24,Sr4 V4 Cr4 C24 N24,0.005491380000000046,Sr,V,Cr,4.0
921,,,,,,,
922,Mg4 Cr8 C24 N24,Mg4 Cr8 C24 N24,0.03918191000000015,Mg,Cr,Cr,4.0
923,,,,,,,
924,K4 V4 Cr4 C24 N24,K4 V4 Cr4 C24 N24,0.11553698000000001,K,Cr,V,4.0
925,,,,,,,
926,,,,,,,
927,Mg4 Cr4 Fe4 C24 N24,Mg4 Cr4 Fe4 C24 N24,0.03918191000000015,Mg,Cr,Fe,4.0
928,Li4 Mn4 Os4 C24 N24,Li4 Mn4 Os4 C24 N24,0.0028601699999999397,Li,Mn,Os,4.0
929,Li4 Fe4 Co4 C24 N24,Li4 Fe4 Co4 C24 N24,0.0028601699999999397,Li,Fe,Co,4.0
930,,,,,,,
931,Ca4 Cr4 Fe4 C24 N24,Ca4 Cr4 Fe4 C24 N24,0.4185173499999999,Ca,Cr,Fe,4.0
932,Sr4 Zn4 Os4 C24 N24,Sr4 Zn4 Os4 C24 N24,0.005491380000000046,Sr,Zn,Os,4.0
933,,,,,,,
934,,,,,,,
935,,,,,,,
936,,,,,,,
937,,,,,,,
938,,,,,,,
939,Li4 Cr4 Os4 C24 N24,Li4 Cr4 Os4 C24 N24,0.0028601699999999397,Li,Cr,Os,4.0
940,,,,,,,
941,,,,,,,
942,K4 Zn4 Os4 C24 N24,K4 Zn4 Os4 C24 N24,0.11553698000000001,K,Zn,Os,4.0
943,Sr4 Cr4 Os4 C24 N24,Sr4 Cr4 Os4 C24 N24,0.005491380000000046,Sr,Cr,Os,4.0
944,,,,,,,
945,,,,,,,
946,Ca4 Cr4 Co4 C24 N24,Ca4 Cr4 Co4 C24 N24,0.4185173499999999,Ca,Cr,Co,4.0
947,,,,,,,
948,,,,,,,
949,,,,,,,
950,,,,,,,
951,,,,,,,
952,Na4 V4 Co4 C24 N24,Na4 V4 Co4 C24 N24,0.12850119249999992,Na,V,Co,4.0
953,K4 Mn4 In4 C24 N24,K4 Mn4 In4 C24 N24,0.11553698000000001,K,In,Mn,4.0
954,,,,,,,
955,Li4 Mn4 In4 C24 N24,Li4 Mn4 In4 C24 N24,0.0028601699999999397,Li,In,Mn,4.0
956,,,,,,,
957,,,,,,,
958,,,,,,,
959,,,,,,,
960,,,,,,,
961,,,,,,,
962,Ca4 Fe4 Os4 C24 N24,Ca4 Fe4 Os4 C24 N24,0.4185173499999999,Ca,Fe,Os,4.0
963,,,,,,,
964,,,,,,,
965,,,,,,,
966,,,,,,,
967,Mg4 Mn4 In4 C24 N24,Mg4 Mn4 In4 C24 N24,0.03918191000000015,Mg,In,Mn,4.0
968,Mg4 V4 Fe4 C24 N24,Mg4 V4 Fe4 C24 N24,0.03918191000000015,Mg,Fe,V,4.0
969,Na4 Mn4 Co4 C24 N24,Na4 Mn4 Co4 C24 N24,0.12850119249999992,Na,Mn,Co,4.0
970,,,,,,,
971,,,,,,,
972,,,,,,,
