,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
1347,,Rb6 Mn4 Fe4 C24 N24,0.007396543640645348,Rb,Fe,Mn,6.0
1348,,,,,,,
1350,,,,,,,
1351,,,,,,,
1352,,,,,,,
1353,,Rb3 Mn4 Cr4 C24 N24,0.22864538632780018,Rb,Mn,Cr,3.0
1354,,,,,,,
1355,,,,,,,
1356,,,,,,,
1357,,,,,,,
1358,,,,,,,
1359,,,,,,,
1360,,,,,,,
1361,,Rb5 Cr4 Os4 C24 N24,0.01677147439508353,Rb,Cr,Os,5.0
1362,,Rb3 Zn4 Cr4 C24 N24,0.32034073369254035,Rb,Zn,Cr,3.0
1363,,,,,,,
1364,,,,,,,
1365,,,,,,,
1366,,,,,,,
1367,,,,,,,
1368,,Rb3 Mn4 V4 C24 N24,0.3101351525989866,Rb,Mn,V,3.0
1369,,,,,,,
1370,,,,,,,
1371,,,,,,,
1372,,,,,,,
1373,,,,,,,
1374,,Rb5 V4 Fe4 C24 N24,0.3001856548790194,Rb,Fe,V,5.0
1375,,,,,,,
1376,,,,,,,
1377,,Rb3 V4 Fe4 C24 N24,0.3315763454803413,Rb,Fe,V,3.0
1378,,Rb6 Co8 C24 N24,0.1876883264516156,Rb,Co,Co,6.0
1379,,Rb3 V4 Os4 C24 N24,0.07584059735288307,Rb,V,Os,3.0
1380,,,,,,,
1381,,,,,,,
1382,,,,,,,
1383,,Rb3 V4 Fe4 C24 N24,0.15679150327695268,Rb,V,Fe,3.0
1384,,,,,,,
1385,,Rb3 Mn4 Co4 C24 N24,0.26477833785322424,Rb,Co,Mn,3.0
1386,,,,,,,
1387,,Rb3 Cr4 Co4 C24 N24,0.28487912259898707,Rb,Co,Cr,3.0
1388,,,,,,,
1389,,,,,,,
1390,,Rb5 Co4 Os4 C24 N24,0.08858405488688703,Rb,Co,Os,5.0
1391,,Rb5 Zn4 Os4 C24 N24,0.1547144188954146,Rb,Zn,Os,5.0
1392,,Rb5 V8 C24 N24,0.30953905192819775,Rb,V,V,5.0
1393,,,,,,,
1394,,,,,,,
1395,,,,,,,
1396,,Rb5 Mn4 Cr4 C24 N24,0.20593084766590408,Rb,Mn,Cr,5.0
1397,,,,,,,
1398,,Rb3 Mn4 V4 C24 N24,0.19710632514135895,Rb,V,Mn,3.0
1399,,Rb3 V4 Cr4 C24 N24,0.230671815480342,Rb,V,Cr,3.0
1400,,Rb5 Mn4 Cr4 C24 N24,0.13276008127246186,Rb,Cr,Mn,5.0
1401,,,,,,,
1402,,,,,,,
1403,,,,,,,
1404,,,,,,,
1405,,,,,,,
1406,,,,,,,
1407,,,,,,,
1408,,Rb5 V4 Co4 C24 N24,0.34671558668229707,Rb,Co,V,5.0
1409,,Rb5 Mn4 Co4 C24 N24,0.0,Rb,Mn,Co,5.0
1410,,,,,,,
1411,,,,,,,
1413,,,,,,,
1414,,Rb5 Mn4 Fe4 C24 N24,0.18293976487901809,Rb,Fe,Mn,5.0
1415,,,,,,,
1416,,,,,,,
1417,,,,,,,
1418,,,,,,,
1419,,,,,,,
1420,,,,,,,
1421,,,,,,,
1422,,,,,,,
1423,,Rb5 Mn4 Zn4 C24 N24,0.2314080863217205,Rb,Zn,Mn,5.0
1424,,Rb4 Cr4 Os4 C24 N24,0.005943653349335776,Rb,Cr,Os,4.0
1425,,Rb5 Cr4 Co4 C24 N24,0.2745189604527871,Rb,Co,Cr,5.0
1426,,Rb5 Mn4 V4 C24 N24,0.29081086635442865,Rb,Mn,V,5.0
1427,,,,,,,
1428,,,,,,,
1429,,,,,,,
1430,,,,,,,
1431,,,,,,,
1432,,,,,,,
1433,,Rb5 Zn4 Cr4 C24 N24,0.25399857828893424,Rb,Zn,Cr,5.0
1434,,Rb5 Mn8 C24 N24,0.15570181242000025,Rb,Mn,Mn,5.0
1435,,,,,,,
1436,,,,,,,
1437,,,,,,,
1438,,,,,,,
1439,,,,,,,
1440,,Rb4 Co4 Os4 C24 N24,0.08544063734933438,Rb,Co,Os,4.0
1441,,,,,,,
1442,,Rb4 V4 Co4 C24 N24,0.17003290034133656,Rb,V,Co,4.0
1443,,Rb5 Cr4 Fe4 C24 N24,0.09081022930524618,Rb,Cr,Fe,5.0
1444,,Rb4 Mn4 V4 C24 N24,0.2965623981746699,Rb,Mn,V,4.0
1445,,Rb4 Mn4 Cr4 C24 N24,0.21510781550800395,Rb,Mn,Cr,4.0
1446,,Rb5 Fe4 Os4 C24 N24,0.07169112160819857,Rb,Fe,Os,5.0
1447,,,,,,,
1448,,,,,,,
1449,,Rb4 Fe4 Co4 C24 N24,0.13878919984133553,Rb,Fe,Co,4.0
1450,,Rb4 Cr4 Fe4 C24 N24,0.214046718008003,Rb,Fe,Cr,4.0
1451,,Rb4 Mn8 C24 N24,0.16397768934133694,Rb,Mn,Mn,4.0
1452,,,,,,,
1453,,Rb4 Mn4 V4 C24 N24,0.17536791434133647,Rb,V,Mn,4.0
1454,,Rb4 Mn4 Zn4 C24 N24,0.27419837524999924,Rb,Zn,Mn,4.0
1455,,Rb4 Zn4 Co4 C24 N24,0.16959430258333175,Rb,Zn,Co,4.0
1456,,Rb5 Co8 C24 N24,0.19021400963311486,Rb,Co,Co,5.0
1457,,,,,,,
1459,,,,,,,
1460,,,,,,,
1461,,,,,,,
1462,,,,,,,
1464,,,,,,,
1465,,Rb5 Fe4 Co4 C24 N24,0.1598106484855748,Rb,Co,Fe,5.0
1466,,,,,,,
1467,,Rb4 V4 Cr4 C24 N24,0.2164994178413373,Rb,V,Cr,4.0
1468,,Rb4 Mn4 Fe4 C24 N24,0.19082595200800334,Rb,Fe,Mn,4.0
1469,,Rb4 Cr4 Fe4 C24 N24,0.08078446100800285,Rb,Cr,Fe,4.0
1470,,Rb4 V4 Fe4 C24 N24,0.3144427863413384,Rb,Fe,V,4.0
1471,,,,,,,
1472,,,,,,,
1473,,Rb4 V4 Fe4 C24 N24,0.1420354188413384,Rb,V,Fe,4.0
1474,,Rb4 Zn4 Cr4 C24 N24,0.27909160874999905,Rb,Zn,Cr,4.0
1475,,,,,,,
1476,,,,,,,
1477,,Rb4 Fe8 C24 N24,0.15604899834133512,Rb,Fe,Fe,4.0
1478,,,,,,,
1479,,,,,,,
1480,,Rb4 Mn4 Fe4 C24 N24,0.13018376300800227,Rb,Mn,Fe,4.0
1481,,Rb4 Cr4 Co4 C24 N24,0.27837597717467055,Rb,Co,Cr,4.0
1482,,Rb4 Cr4 Co4 C24 N24,0.16115826017466972,Rb,Cr,Co,4.0
1483,,Rb4 Cr8 C24 N24,0.20288711617466682,Rb,Cr,Cr,4.0
1484,,,,,,,
1485,,,,,,,
1486,,,,,,,
1487,,Rb4 Mn4 Cr4 C24 N24,0.14279368117466973,Rb,Cr,Mn,4.0
1488,,,,,,,
1489,,Rb4 Fe4 Co4 C24 N24,0.16117365767467007,Rb,Co,Fe,4.0
1490,,,,,,,
1491,,,,,,,
1492,,,,,,,
1493,,Rb4 V4 Os4 C24 N24,0.06375403801600221,Rb,V,Os,4.0
1494,,,,,,,
1495,,Rb5 Cr4 Fe4 C24 N24,0.2176233555347551,Rb,Fe,Cr,5.0
1496,,,,,,,
1497,,,,,,,
1498,,,,,,,
1499,,,,,,,
1500,,,,,,,
1501,,,,,,,
1502,,,,,,,
1503,,,,,,,
1504,,Rb4 V8 C24 N24,0.3214671033413339,Rb,V,V,4.0
1505,,,,,,,
1506,,Ca2 Mn4 Fe4 C24 N24,0.31447139551333336,Ca,Fe,Mn,2.0
1507,,,,,,,
1508,,,,,,,
1509,,,,,,,
1510,,,,,,,
1511,,Rb4 Mn4 Os4 C24 N24,0.055581505516002494,Rb,Mn,Os,4.0
1512,,Rb4 V4 Co4 C24 N24,0.35529915917467036,Rb,Co,V,4.0
1513,,,,,,,
1514,,,,,,,
1515,,,,,,,
1516,,Rb4 V4 Cr4 C24 N24,0.26747721900800414,Rb,Cr,V,4.0
1517,,,,,,,
1518,,,,,,,
1519,,,,,,,
1520,,,,,,,
1521,,,,,,,
1522,,Rb4 Fe4 Os4 C24 N24,0.07957593418266917,Rb,Fe,Os,4.0
1523,,,,,,,
1524,,Rb4 Zn4 Fe4 C24 N24,0.24417490824999977,Rb,Zn,Fe,4.0
1525,,,,,,,
1526,,,,,,,
1527,,,,,,,
1528,,,,,,,
1529,,,,,,,
1530,,,,,,,
1531,,,,,,,
1532,,,,,,,
1533,,,,,,,
1534,,,,,,,
1535,,,,,,,
1536,,,,,,,
1537,,,,,,,
1538,,,,,,,
1539,,,,,,,
1540,,,,,,,
1541,,,,,,,
1542,,,,,,,
1543,,,,,,,
1544,,,,,,,
1545,,,,,,,
1546,,,,,,,
1547,,,,,,,
1548,,,,,,,
1549,,,,,,,
1550,,Rb4 Zn4 Os4 C24 N24,0.19017149542466427,Rb,Zn,Os,4.0
1551,,,,,,,
1552,,,,,,,
1553,,Rb4 V4 Zn4 C24 N24,0.40053810808333346,Rb,Zn,V,4.0
1554,,,,,,,
1555,,,,,,,
1556,,,,,,,
1557,,Rb5 Zn4 Fe4 C24 N24,0.1922409604200812,Rb,Zn,Fe,5.0
1558,,,,,,,
1559,,,,,,,
1560,,,,,,,
1561,,,,,,,
1562,,,,,,,
1563,,,,,,,
1564,,,,,,,
1565,,,,,,,
1566,,,,,,,
1567,,,,,,,
1568,,,,,,,
1569,,,,,,,
1570,,,,,,,
1571,,,,,,,
1572,,,,,,,
1573,,Rb4 Mn4 Co4 C24 N24,0.2496589241746694,Rb,Co,Mn,4.0
1574,,,,,,,
1575,,,,,,,
1576,,,,,,,
1577,,,,,,,
1578,,Li2 Mn4 V4 C24 N24,0.26647519895137606,Li,V,Mn,2.0
1579,,,,,,,
1580,,,,,,,
1581,,,,,,,
1582,,Rb4 Mn4 Co4 C24 N24,0.17584468584133717,Rb,Mn,Co,4.0
1583,,,,,,,
1584,,,,,,,
1585,,,,,,,
1586,,Mg2 Mn8 C24 N24,0.35221680281218504,Mg,Mn,Mn,2.0
1587,,,,,,,
1588,,,,,,,
1589,,,,,,,
1590,,,,,,,
1591,,,,,,,
1592,,,,,,,
1593,,,,,,,
1594,,,,,,,
1595,,Li2 Cr4 Co4 C24 N24,0.19682638533068442,Li,Cr,Co,2.0
1596,,Mg2 Mn4 Cr4 C24 N24,0.40162299970873505,Mg,Mn,Cr,2.0
1597,,,,,,,
1598,,Na2 V4 Os4 C24 N24,0.12342434186804496,Na,V,Os,2.0
1599,,,,,,,
1600,,,,,,,
1601,,,,,,,
1602,,,,,,,
1603,,,,,,,
1604,,,,,,,
1605,,,,,,,
1606,,,,,,,
1607,,,,,,,
1608,,,,,,,
1609,,,,,,,
1610,,,,,,,
1611,,,,,,,
1612,,,,,,,
1613,,,,,,,
1614,,,,,,,
1615,,,,,,,
1616,,,,,,,
1617,,,,,,,
1618,,,,,,,
1619,,,,,,,
1620,,,,,,,
1621,,,,,,,
1622,,,,,,,
1623,,,,,,,
1624,,,,,,,
1625,,,,,,,
1626,,,,,,,
1627,,,,,,,
1628,,,,,,,
1629,,Li2 Mn4 Zn4 C24 N24,0.3804389855810326,Li,Zn,Mn,2.0
1630,,Ca2 V4 Cr4 C24 N24,0.3559245751685065,Ca,V,Cr,2.0
1631,,,,,,,
1632,,Na2 Mn4 V4 C24 N24,0.24531162289425268,Na,V,Mn,2.0
1633,,,,,,,
1634,,,,,,,
1635,,,,,,,
1636,,Sr2 Cr4 Co4 C24 N24,0.23134518746735822,Sr,Cr,Co,2.0
1637,,,,,,,
1638,,,,,,,
1639,,K2 V4 Fe4 C24 N24,0.17926966809540268,K,V,Fe,2.0
1640,,,,,,,
1641,,,,,,,
1642,,,,,,,
1643,,,,,,,
1644,,,,,,,
1645,,,,,,,
1646,,,,,,,
1647,,Li2 Mn4 Co4 C24 N24,0.3312771848134446,Li,Co,Mn,2.0
1648,,,,,,,
1649,,,,,,,
1650,,,,,,,
1651,,,,,,,
1652,,Na6 Co4 Os4 C24 N24,0.1825233258103225,Na,Co,Os,6.0
1653,,,,,,,
1654,,,,,,,
1655,,,,,,,
1656,,,,,,,
1658,,,,,,,
1659,,,,,,,
1660,,Li6 Zn4 Fe4 C24 N24,0.3508058772293552,Li,Zn,Fe,6.0
1661,,,,,,,
1662,,Na6 Co8 C24 N24,0.2762289868548402,Na,Co,Co,6.0
1663,,,,,,,
1664,,,,,,,
1665,,,,,,,
1666,,,,,,,
1667,,Na6 Zn4 Cr4 C24 N24,0.34477626110887094,Na,Zn,Cr,6.0
1668,,Na6 Cr4 Co4 C24 N24,0.3572536149193546,Na,Co,Cr,6.0
1669,,,,,,,
1670,,,,,,,
1671,,,,,,,
1672,,,,,,,
1673,,,,,,,
1674,,,,,,,
1675,,K6 Cr4 Co4 C24 N24,0.2047093196774199,K,Cr,Co,6.0
1676,,,,,,,
1677,,,,,,,
1678,,Li6 Mn4 Fe4 C24 N24,0.3283131626403213,Li,Fe,Mn,6.0
1679,,,,,,,
1680,,Na6 Zn4 Fe4 C24 N24,0.2539523148185481,Na,Zn,Fe,6.0
1681,,,,,,,
1682,,,,,,,
1683,,Ca6 Fe4 Co4 C24 N24,0.5198797529916135,Ca,Co,Fe,6.0
1684,,,,,,,
1685,,,,,,,
1686,,,,,,,
1687,,,,,,,
1688,,,,,,,
1689,,Ca6 Cr4 Co4 C24 N24,0.5834876300883893,Ca,Cr,Co,6.0
1690,,,,,,,
1691,,,,,,,
1692,,K6 Co8 C24 N24,0.20830918967742296,K,Co,Co,6.0
1693,,Li6 V4 Co4 C24 N24,0.5063115213499998,Li,Co,V,6.0
1694,,,,,,,
1695,,,,,,,
1696,,K6 Zn4 Co4 C24 N24,0.21750892660618248,K,Zn,Co,6.0
1697,,Ca6 V4 Co4 C24 N24,0.6502813758948394,Ca,V,Co,6.0
1698,,,,,,,
1699,,,,,,,
1700,,,,,,,
1701,,,,,,,
1702,,,,,,,
1703,,,,,,,
1704,,,,,,,
1705,,,,,,,
1706,,,,,,,
1707,,,,,,,
1708,,,,,,,
1709,,,,,,,
1710,,,,,,,
1711,,K6 Cr4 Fe4 C24 N24,0.10819431991263428,K,Cr,Fe,6.0
1712,,,,,,,
1713,,,,,,,
1714,,,,,,,
1715,,,,,,,
1716,,Li4 Mn4 V4 C24 N24,0.4184323032740025,Li,Mn,V,4.0
1717,,,,,,,
1718,,,,,,,
1719,,,,,,,
1720,,Ca4 Mn8 C24 N24,0.37608772296044357,Ca,Mn,Mn,4.0
1721,,,,,,,
1722,,,,,,,
1723,,,,,,,
1724,,,,,,,
1725,,,,,,,
1726,,Sr4 Mn4 V4 C24 N24,0.31293771840489093,Sr,V,Mn,4.0
1727,,,,,,,
1728,,K4 Mn4 Fe4 C24 N24,0.20672518228577985,K,Fe,Mn,4.0
1729,,,,,,,
1730,,,,,,,
1731,,Na4 Mn4 V4 C24 N24,0.3669541613968903,Na,Mn,V,4.0
1732,,Na4 V4 Fe4 C24 N24,0.3756726478968897,Na,Fe,V,4.0
1733,,Na4 Mn4 Fe4 C24 N24,0.25644961189688864,Na,Fe,Mn,4.0
1734,,,,,,,
1735,,,,,,,
1736,,,,,,,
1737,,,,,,,
1739,,,,,,,
1740,,,,,,,
1741,,,,,,,
1742,,Li4 Fe4 Os4 C24 N24,0.19072967578200384,Li,Fe,Os,4.0
1743,,,,,,,
1744,,,,,,,
1745,,,,,,,
1746,,,,,,,
1747,,,,,,,
1748,,,,,,,
1749,,K4 Fe8 C24 N24,0.17448019578578133,K,Fe,Fe,4.0
1750,,,,,,,
1751,,Na4 Cr4 Co4 C24 N24,0.3452376912302215,Na,Co,Cr,4.0
1752,,,,,,,
1753,,,,,,,
1754,,,,,,,
1755,,,,,,,
1756,,,,,,,
1757,,,,,,,
1758,,,,,,,
1759,,,,,,,
1760,,Mg4 Mn4 Co4 C24 N24,0.5519165029048887,Mg,Co,Mn,4.0
1761,,,,,,,
1762,,,,,,,
1763,,Ca4 Co4 Os4 C24 N24,0.3440221689684453,Ca,Co,Os,4.0
1764,,,,,,,
1765,,,,,,,
1766,,,,,,,
1767,,,,,,,
1768,,,,,,,
1769,,Mg4 Mn4 Fe4 C24 N24,0.5003573317382237,Mg,Fe,Mn,4.0
1770,,Mg4 Mn4 Co4 C24 N24,0.47911968257155646,Mg,Mn,Co,4.0
1771,,Sr4 Co4 Os4 C24 N24,0.23743393674622304,Sr,Co,Os,4.0
1772,,,,,,,
1773,,,,,,,
1774,,,,,,,
1775,,Mg4 V4 Zn4 C24 N24,0.7182589288135555,Mg,Zn,V,4.0
1776,,,,,,,
1777,,K4 V4 Fe4 C24 N24,0.3308357876191117,K,Fe,V,4.0
1778,,,,,,,
1779,,,,,,,
1780,,K4 Cr8 C24 N24,0.22194965128577948,K,Cr,Cr,4.0
1781,,,,,,,
1782,,,,,,,
1783,,,,,,,
1784,,,,,,,
1785,,,,,,,
1786,,Ca4 Cr4 Fe4 C24 N24,0.4674137814604453,Ca,Fe,Cr,4.0
1787,,,,,,,
1788,,,,,,,
1789,,,,,,,
1790,,,,,,,
1791,,Na4 Zn4 Os4 C24 N24,0.2541707968135567,Na,Zn,Os,4.0
1792,,K4 Mn4 Os4 C24 N24,0.06991731179377858,K,Mn,Os,4.0
1793,,,,,,,
1794,,,,,,,
1795,,,,,,,
1796,,,,,,,
1797,,,,,,,
1798,,,,,,,
1799,,Mg4 Co8 C24 N24,0.4936549547382203,Mg,Co,Co,4.0
1800,,,,,,,
1801,,,,,,,
1802,,K4 Mn4 Co4 C24 N24,0.18824456461911154,K,Mn,Co,4.0
1803,,,,,,,
1804,,,,,,,
1805,,,,,,,
1806,,,,,,,
1807,,Li4 Mn4 Zn4 C24 N24,0.3866598803493373,Li,Zn,Mn,4.0
1808,,,,,,,
1809,,,,,,,
1810,,,,,,,
1811,,,,,,,
1812,,,,,,,
1813,,,,,,,
1814,,,,,,,
1815,,Li4 V4 Fe4 C24 N24,0.2530091759406705,Li,V,Fe,4.0
1816,,,,,,,
1817,,,,,,,
1818,,,,,,,
1819,,,,,,,
1820,,,,,,,
1821,,,,,,,
1822,,,,,,,
1823,,,,,,,
1824,,,,,,,
1825,,,,,,,
1826,,,,,,,
1827,,,,,,,
1828,,,,,,,
1829,,,,,,,
1830,,,,,,,
1831,,,,,,,
1832,,,,,,,
1833,,,,,,,
1834,,,,,,,
1835,,,,,,,
1836,,,,,,,
1837,,,,,,,
1838,,,,,,,
1839,,Na4 Cr4 Fe4 C24 N24,0.278484767396888,Na,Fe,Cr,4.0
1840,,,,,,,
1841,,,,,,,
1842,,,,,,,
1843,,,,,,,
1844,,,,,,,
1845,,,,,,,
1846,,,,,,,
1847,,,,,,,
1848,,Mg4 V4 Co4 C24 N24,0.6634255392382222,Mg,Co,V,4.0
1849,,Li4 V4 Zn4 C24 N24,0.4281917430106681,Li,Zn,V,4.0
1850,,Ca4 Co8 C24 N24,0.4396880981271112,Ca,Co,Co,4.0
1851,,,,,,,
1852,,Ca4 Mn4 Zn4 C24 N24,0.4629645515357774,Ca,Zn,Mn,4.0
1853,,,,,,,
1854,,,,,,,
1855,,,,,,,
1856,,,,,,,
1857,,Mg4 V4 Cr4 C24 N24,0.546785929238224,Mg,V,Cr,4.0
1858,,Sr4 Fe4 Os4 C24 N24,0.18573861624622623,Sr,Fe,Os,4.0
1859,,Li4 Zn4 Fe4 C24 N24,0.36294746451600357,Li,Zn,Fe,4.0
1860,,K4 Zn4 Co4 C24 N24,0.18513212669444545,K,Zn,Co,4.0
1861,,,,,,,
1862,,,,,,,
1863,,,,,,,
1864,,,,,,,
1865,,Mg4 Cr4 Co4 C24 N24,0.5786179817382235,Mg,Co,Cr,4.0
1866,,,,,,,
1867,,,,,,,
1868,,,,,,,
1869,,,,,,,
1870,,,,,,,
1871,,Sr4 V4 Zn4 C24 N24,0.5238943633135582,Sr,Zn,V,4.0
1872,,,,,,,
1873,,Sr4 Fe8 C24 N24,0.2539008087382211,Sr,Fe,Fe,4.0
1874,,,,,,,
1875,,,,,,,
1876,,,,,,,
1877,,,,,,,
1878,,Ca4 Zn4 Co4 C24 N24,0.4894558835357792,Ca,Zn,Co,4.0
1879,,,,,,,
1880,,,,,,,
1881,,,,,,,
1882,,,,,,,
1883,,,,,,,
1884,,,,,,,
1885,,,,,,,
1886,,,,,,,
1887,,,,,,,
1888,,Na4 Fe4 Os4 C24 N24,0.1426157985715566,Na,Fe,Os,4.0
1889,,,,,,,
1890,,,,,,,
1891,,,,,,,
1892,,,,,,,
1893,,,,,,,
1894,,,,,,,
1895,,,,,,,
1896,,,,,,,
1897,,,,,,,
1898,,,,,,,
1899,,,,,,,
1900,,,,,,,
1901,,,,,,,
1902,,,,,,,
1903,,,,,,,
1904,,,,,,,
1905,,,,,,,
1906,,,,,,,
1907,,,,,,,
1908,,,,,,,
1909,,,,,,,
1910,,,,,,,
1911,,,,,,,
1912,,,,,,,
1913,,,,,,,
1914,,,,,,,
1915,,,,,,,
1916,,,,,,,
1917,,,,,,,
1918,,,,,,,
1919,,,,,,,
1920,,,,,,,
1921,,,,,,,
1922,,,,,,,
1923,,,,,,,
1924,,,,,,,
1925,,,,,,,
1926,,,,,,,
1927,,,,,,,
1928,,,,,,,
1929,,,,,,,
1930,,,,,,,
1931,,,,,,,
1932,,,,,,,
1933,,,,,,,
1934,,,,,,,
1935,,,,,,,
1936,,,,,,,
1937,,,,,,,
1938,,,,,,,
1939,,,,,,,
1940,,,,,,,
1941,,,,,,,
1942,,,,,,,
1943,,,,,,,
1944,,,,,,,
1945,,,,,,,
1946,,,,,,,
1947,,,,,,,
1948,,,,,,,
1949,,,,,,,
1950,,,,,,,
1951,,,,,,,
1952,,,,,,,
1953,,,,,,,
1954,,,,,,,
1955,,,,,,,
1956,,,,,,,
1957,,,,,,,
1958,,,,,,,
1959,,,,,,,
1960,,,,,,,
1961,,,,,,,
1962,,,,,,,
1963,,,,,,,
1964,,,,,,,
1965,,V4 Co4 C24 N24,0.20354269610571407,,V,Co,0.0
1966,,Fe4 Co4 C24 N24,0.2727415132485689,,Co,Fe,0.0
1967,,Na3 Mn8 C24 N24,0.22592530899728658,Na,Mn,Mn,3.0
1968,,Li3 Mn4 Fe4 C24 N24,0.2946730314883066,Li,Fe,Mn,3.0
1969,,Mg3 Mn8 C24 N24,0.4151804465881366,Mg,Mn,Mn,3.0
1970,,Cr4 Fe4 C24 N24,0.31458990574856927,,Fe,Cr,0.0
1971,,Mn4 Co4 C24 N24,0.2043272946771424,,Mn,Co,0.0
1972,,,,,,,
1973,,Cr4 Co4 C24 N24,0.12626932914142763,,Cr,Co,0.0
1974,,,,,,,
1975,,Mg3 Cr4 Fe4 C24 N24,0.3318931276050847,Mg,Cr,Fe,3.0
1976,,Mg3 Mn4 V4 C24 N24,0.4277347406559304,Mg,V,Mn,3.0
1977,,K3 Cr4 Fe4 C24 N24,0.24545659378542162,K,Fe,Cr,3.0
1978,,Na3 V4 Os4 C24 N24,0.12677519510711832,Na,V,Os,3.0
1979,,K3 Co4 Os4 C24 N24,0.1225332675223747,K,Co,Os,3.0
1980,,Mg3 Cr4 Co4 C24 N24,0.3685218374355923,Mg,Cr,Co,3.0
1981,,Ca3 Mn4 V4 C24 N24,0.48250096506271056,Ca,Mn,V,3.0
1982,,Sr3 Mn4 Cr4 C24 N24,0.2330513140457544,Sr,Cr,Mn,3.0
1983,,Sr3 Cr4 Co4 C24 N24,0.39927597370677503,Sr,Co,Cr,3.0
1984,,Mg3 Mn4 Os4 C24 N24,0.29713067490135536,Mg,Mn,Os,3.0
1985,,Ca3 Fe4 Os4 C24 N24,0.2393771501555939,Ca,Fe,Os,3.0
1986,,Sr3 Mn4 V4 C24 N24,0.41439266082542403,Sr,Mn,V,3.0
1987,,Na3 Mn4 Cr4 C24 N24,0.20784158526847207,Na,Cr,Mn,3.0
1988,,K3 Zn4 Co4 C24 N24,0.22920758860779689,K,Zn,Co,3.0
1989,,Sr3 Cr4 Fe4 C24 N24,0.342362981333892,Sr,Fe,Cr,3.0
1990,,Sr3 Mn4 Os4 C24 N24,0.16688554388440302,Sr,Mn,Os,3.0
1991,,,,,,,
1992,,Li3 V4 Cr4 C24 N24,0.3759414158950882,Li,Cr,V,3.0
1993,,,,,,,
1994,,Na3 Fe4 Co4 C24 N24,0.22797386509898132,Na,Co,Fe,3.0
1995,,Ca3 Mn4 Cr4 C24 N24,0.3890362301474575,Ca,Mn,Cr,3.0
1996,,K3 V4 Cr4 C24 N24,0.2609530893786438,K,V,Cr,3.0
1997,,Na3 V4 Fe4 C24 N24,0.38597941187864215,Na,Fe,V,3.0
1998,,K3 V4 Zn4 C24 N24,0.44372035708237245,K,Zn,V,3.0
1999,,Na3 V4 Cr4 C24 N24,0.3340751861159319,Na,Cr,V,3.0
2000,,Li5 Cr4 Fe4 C24 N24,0.3478197228699962,Li,Fe,Cr,5.0
2001,,Li3 Cr4 Fe4 C24 N24,0.04258951950790646,Li,Cr,Fe,3.0
2003,,Ca5 V4 Os4 C24 N24,0.4000108696234985,Ca,V,Os,5.0
2004,,Mg5 Fe8 C24 N24,0.5052252081948652,Mg,Fe,Fe,5.0
2005,,Mg5 Mn8 C24 N24,0.5275690663915853,Mg,Mn,Mn,5.0
2006,,Li5 Fe4 Os4 C24 N24,0.20287139943524402,Li,Fe,Os,5.0
2007,,Li5 Co8 C24 N24,0.3231892661486899,Li,Co,Co,5.0
2008,,Li5 Mn4 Co4 C24 N24,0.307143493361802,Li,Mn,Co,5.0
2009,,,,,,,
2010,,Sr5 Mn4 Co4 C24 N24,0.3994938932768344,Sr,Mn,Co,5.0
2011,,Ca5 Zn4 Co4 C24 N24,0.5789037373946453,Ca,Zn,Co,5.0
2012,,K5 V4 Cr4 C24 N24,0.23284377247464683,K,V,Cr,5.0
2013,,,,,,,
2014,,Li5 Zn4 Fe4 C24 N24,0.3531436760588491,Li,Zn,Fe,5.0
2015,,Ca5 V4 Co4 C24 N24,0.564583342402516,Ca,V,Co,5.0
2016,,Ca5 Fe4 Os4 C24 N24,0.36236549404972607,Ca,Fe,Os,5.0
2017,,Mg5 Fe4 Co4 C24 N24,0.5312192340965014,Mg,Co,Fe,5.0
2018,,,,,,,
2019,,Sr5 V4 Fe4 C24 N24,0.49263575180142105,Sr,Fe,V,5.0
2020,,,,,,,
2021,,Li5 Cr8 C24 N24,0.33647475073885325,Li,Cr,Cr,5.0
2022,,,,,,,
2023,,Ca5 V4 Zn4 C24 N24,0.6912174329684149,Ca,Zn,V,5.0
2024,,Li5 V8 C24 N24,0.4522421481159,Li,V,V,5.0
2025,,Ca5 Zn4 Cr4 C24 N24,0.5936686659192345,Ca,Zn,Cr,5.0
2026,,Na5 V4 Cr4 C24 N24,0.34295038945552214,Na,Cr,V,5.0
2027,,Na5 Fe8 C24 N24,0.21732564257027498,Na,Fe,Fe,5.0
2028,,,,,,,
2029,,,,,,,
2030,,,,,,,
2031,,,,,,,
2032,,,,,,,
2033,,K4 Mn4 Co4 C24 N24,0.2587731579524455,K,Co,Mn,4.0
2034,,,,,,,
2035,,,,,,,
2036,,,,,,,
2037,,K5 Mn4 Co4 C24 N24,0.2495022508353033,K,Co,Mn,5.0
2038,,,,,,,
2039,,,,,,,
2041,,Zn4 Cr4 C24 N24,0.4737694679721409,,Zn,Cr,0.0
2042,,,,,,,
2043,,,,,,,
2044,,,,,,,
2045,,,,,,,
2046,,,,,,,
2047,,,,,,,
2048,,,,,,,
2049,,,,,,,
2050,,,,,,,
2051,,,,,,,
2052,,,,,,,
2053,,,,,,,
2054,,,,,,,
2055,,,,,,,
2056,,,,,,,
2057,,,,,,,
2058,,,,,,,
2059,,,,,,,
2060,,,,,,,
2061,,,,,,,
2062,,,,,,,
2063,,,,,,,
2064,,,,,,,
2065,,,,,,,
2066,,,,,,,
2067,,,,,,,
